ID          Chr   Input_Pos    Male_Map  Female_Map
M2083        7    24.74410    24.74410    30.93013
M2084        7    24.90258    24.90258    31.12823
M2085        7    24.91838    24.91838    31.14797
M2086        7    25.08894    25.08894    31.36118
M2087        7    26.07039    26.07039    32.58799
M2088        7    27.42259    27.42259    34.27824
M2089        7    27.95193    27.95193    34.93991
M2090        7    28.26830    28.26830    35.33537
M2091        7    28.34547    28.34547    35.43184
M2092        7    28.64617    28.64617    35.80771
M2093        7    29.98916    29.98916    37.48645
M2094        7    30.25058    30.25058    37.81323
M2095        7    31.48717    31.48717    39.35896
M2096        7    31.60588    31.60588    39.50735
M2097        7    31.74213    31.74213    39.67766
M2098        7    31.85691    31.85691    39.82114
M2099        7    32.63193    32.63193    40.78991
M2100        7    32.79917    32.79917    40.99896
M2101        7    33.55211    33.55211    41.94014
M2102        7    35.07827    35.07827    43.84784
M2103        7    35.29791    35.29791    44.12239
M2104        7    36.58294    36.58294    45.72868
M2105        7    36.94861    36.94861    46.18576
M2106        7    37.12353    37.12353    46.40441
M2107        7    37.33574    37.33574    46.66967
M2108        7    38.09706    38.09706    47.62133
M2109        7    38.31526    38.31526    47.89408
M2110        7    38.33688    38.33688    47.92110
M2111        7    38.36145    38.36145    47.95181
M2112        7    38.69404    38.69404    48.36755
M2113        7    38.92499    38.92499    48.65624
M2114        7    38.99887    38.99887    48.74859
M2115        7    39.69631    39.69631    49.62039
M2116        7    39.96682    39.96682    49.95853
M2117        7    40.21387    40.21387    50.26734
M2118        7    40.40916    40.40916    50.51145
M2119        7    40.41727    40.41727    50.52159
M2120        7    41.32591    41.32591    51.65739
M2121        7    41.39629    41.39629    51.74536
M2122        7    41.51031    41.51031    51.88789
M2123        7    41.89949    41.89949    52.37436
M2124        7    42.85645    42.85645    53.57056
M2125        7    43.03387    43.03387    53.79234
M2126        7    43.24962    43.24962    54.06202
M2127        7    43.29798    43.29798    54.12248
M2128        7    43.48048    43.48048    54.35060
M2129        7    44.02925    44.02925    55.03656
M2130        7    44.16235    44.16235    55.20294
M2131        7    44.61583    44.61583    55.76979
M2132        7    45.05089    45.05089    56.31361
M2133        7    45.19185    45.19185    56.48981
M2134        7    45.31724    45.31724    56.64655
M2135        7    45.34428    45.34428    56.68035
M2136        7    45.67279    45.67279    57.09099
M2137        7    46.03855    46.03855    57.54819
M2138        7    46.08969    46.08969    57.61211
M2139        7    46.18388    46.18388    57.72985
M2140        7    47.00765    47.00765    58.75956
M2141        7    47.31264    47.31264    59.14080
M2142        7    47.34130    47.34130    59.17663
M2143        7    47.39892    47.39892    59.24865
M2144        7    47.61804    47.61804    59.52255
M2145        7    47.72649    47.72649    59.65811
M2146        7    47.91390    47.91390    59.89238
M2147        7    48.22244    48.22244    60.27805
M2148        7    48.29475    48.29475    60.36844
M2149        7    48.96370    48.96370    61.20463
M2150        7    49.20058    49.20058    61.50073
M2151        7    49.21103    49.21103    61.51379
M2152        7    50.30031    50.30031    62.87539
M2153        7    50.44655    50.44655    63.05819
M2154        7    50.71129    50.71129    63.38911
M2155        7    51.03704    51.03704    63.79630
M2156        7    51.28529    51.28529    64.10661
M2157        7    51.30013    51.30013    64.12516
M2158        7    51.34185    51.34185    64.17731
M2159        7    51.48016    51.48016    64.35020
M2160        7    51.60256    51.60256    64.50320
M2161        7    52.09643    52.09643    65.12054
M2162        7    52.11874    52.11874    65.14843
M2163        7    52.20840    52.20840    65.26050
M2164        7    52.24564    52.24564    65.30705
M2165        7    52.62863    52.62863    65.78579
M2166        7    52.62968    52.62968    65.78710
M2167        7    52.64713    52.64713    65.80891
M2168        7    52.81395    52.81395    66.01744
M2169        7    52.91812    52.91812    66.14765
M2170        7    52.95137    52.95137    66.18921
M2171        7    52.98230    52.98230    66.22787
M2172        7    53.51603    53.51603    66.89504
M2173        7    53.56703    53.56703    66.95879
M2174        7    53.60698    53.60698    67.00872
M2175        7    53.70767    53.70767    67.13459
M2176        7    54.45820    54.45820    68.07275
M2177        7    54.56738    54.56738    68.20923
M2178        7    55.13240    55.13240    68.91550
M2179        7    55.32194    55.32194    69.15243
M2180        7    55.54098    55.54098    69.42623
M2181        7    55.74711    55.74711    69.68389
M2182        7    55.78154    55.78154    69.72692
M2183        7    55.79834    55.79834    69.74793
M2184        7    55.94129    55.94129    69.92661
M2185        7    56.19517    56.19517    70.24396
M2186        7    56.28111    56.28111    70.35139
M2187        7    56.74378    56.74378    70.92973
M2188        7    56.82107    56.82107    71.02634
M2189        7    57.05855    57.05855    71.32319
M2190        7    57.34922    57.34922    71.68653
M2191        7    57.57599    57.57599    71.96999
M2192        7    57.68303    57.68303    72.10379
M2193        7    57.69108    57.69108    72.11385
M2194        7    57.71019    57.71019    72.13774
M2195        7    58.32437    58.32437    72.90546
M2196        7    58.53484    58.53484    73.16855
M2197        7    58.87049    58.87049    73.58811
M2198        7    58.94648    58.94648    73.68310
M2199        7    58.95871    58.95871    73.69839
M2200        7    59.49588    59.49588    74.36985
M2201        7    59.71299    59.71299    74.64124
M2202        7    60.49803    60.49803    75.62254
M2203        7    60.68892    60.68892    75.86115
M2204        7    60.84657    60.84657    76.05821
M2205        7    61.09777    61.09777    76.37221
M2206        7    61.12933    61.12933    76.41166
M2207        7    61.16783    61.16783    76.45979
M2208        7    61.27067    61.27067    76.58834
M2209        7    61.32592    61.32592    76.65740
M2210        7    61.46165    61.46165    76.82706
M2211        7    61.59984    61.59984    76.99980
M2212        7    61.64007    61.64007    77.05009
M2213        7    61.86934    61.86934    77.33667
M2214        7    62.14315    62.14315    77.67894
M2215        7    62.32677    62.32677    77.90846
M2216        7    63.09467    63.09467    78.86834
M2217        7    63.23499    63.23499    79.04374
M2218        7    63.57685    63.57685    79.47106
M2219        7    63.71434    63.71434    79.64293
M2220        7    64.03028    64.03028    80.03785
M2221        7    64.29001    64.29001    80.36251
M2222        7    64.38672    64.38672    80.48340
M2223        7    65.01882    65.01882    81.27353
M2224        7    65.07058    65.07058    81.33823
M2225        7    65.07832    65.07832    81.34790
M2226        7    65.92764    65.92764    82.40955
M2227        7    66.62894    66.62894    83.28618
M2228        7    66.66870    66.66870    83.33588
M2229        7    66.68014    66.68014    83.35018
M2230        7    66.87247    66.87247    83.59059
M2231        7    67.16479    67.16479    83.95599
M2232        7    67.16831    67.16831    83.96039
M2233        7    67.25654    67.25654    84.07067
M2234        7    67.37503    67.37503    84.21879
M2235        7    67.86950    67.86950    84.83688
M2236        7    67.89404    67.89404    84.86755
M2237        7    67.98959    67.98959    84.98699
M2238        7    68.25394    68.25394    85.31743
M2239        7    68.29598    68.29598    85.36997
M2240        7    68.48783    68.48783    85.60979
M2241        7    69.82411    69.82411    87.28014
M2242        7    69.83340    69.83340    87.29175
M2243        7    70.04558    70.04558    87.55697
M2244        7    70.14764    70.14764    87.68455
M2245        7    70.29234    70.29234    87.86543
M2246        7    70.43793    70.43793    88.04741
M2247        7    70.56008    70.56008    88.20010
M2248        7    70.56760    70.56760    88.20950
M2249        7    70.63178    70.63178    88.28973
M2250        7    70.67910    70.67910    88.34888
M2251        7    71.48576    71.48576    89.35720
M2252        7    72.16633    72.16633    90.20791
M2253        7    72.22656    72.22656    90.28320
M2254        7    73.08710    73.08710    91.35888
M2255        7    73.61587    73.61587    92.01984
M2256        7    73.68470    73.68470    92.10588
M2257        7    73.92905    73.92905    92.41131
M2258        7    73.94742    73.94742    92.43428
M2259        7    74.16927    74.16927    92.71159
M2260        7    74.17099    74.17099    92.71374
M2261        7    74.59982    74.59982    93.24978
M2262        7    74.89275    74.89275    93.61594
M2263        7    75.78042    75.78042    94.72553
M2264        7    76.26553    76.26553    95.33191
M2265        7    77.06278    77.06278    96.32847
M2266        7    77.21059    77.21059    96.51324
M2267        7    77.28219    77.28219    96.60274
M2268        7    77.85583    77.85583    97.31979
M2269        7    77.93669    77.93669    97.42086
M2270        7    78.16460    78.16460    97.70575
M2271        7    78.44884    78.44884    98.06105
M2272        7    78.46089    78.46089    98.07611
M2273        7    78.62996    78.62996    98.28745
M2274        7    78.95272    78.95272    98.69090
M2275        7    79.13950    79.13950    98.92437
M2276        7    79.21218    79.21218    99.01523
M2277        7    79.92921    79.92921    99.91151
M2278        7    80.46694    80.46694   100.58368
M2279        7    80.96481    80.96481   101.20601
M2280        7    81.15028    81.15028   101.43785
M2281        7    81.51869    81.51869   101.89836
M2282        7    81.80951    81.80951   102.26189
M2283        7    82.11100    82.11100   102.63875
M2284        7    82.31398    82.31398   102.89248
M2285        7    82.57827    82.57827   103.22284
M2286        7    82.90869    82.90869   103.63586
M2287        7    84.09932    84.09932   105.12415
M2288        7    84.23364    84.23364   105.29205
M2289        7    84.48111    84.48111   105.60139
M2290        7    85.24270    85.24270   106.55338
M2291        7    85.45842    85.45842   106.82303
M2292        7    86.00289    86.00289   107.50361
M2293        7    86.60815    86.60815   108.26019
M2294        7    86.64660    86.64660   108.30825
M2295        7    86.67641    86.67641   108.34551
M2296        7    86.69980    86.69980   108.37475
M2297        7    86.88365    86.88365   108.60456
M2298        7    87.35532    87.35532   109.19415
M2299        7    88.19706    88.19706   110.24633
M2300        7    88.25957    88.25957   110.32446
M2301        7    88.47278    88.47278   110.59098
M2302        7    88.60991    88.60991   110.76239
M2303        7    88.75391    88.75391   110.94239
M2304        7    89.08742    89.08742   111.35928
M2305        7    89.25619    89.25619   111.57024
M2306        7    89.26066    89.26066   111.57583
M2307        7    89.65016    89.65016   112.06270
M2308        7    90.21112    90.21112   112.76390
M2309        7    90.29241    90.29241   112.86551
M2310        7    90.71445    90.71445   113.39306
M2311        7    91.20664    91.20664   114.00830
M2312        7    91.63426    91.63426   114.54282
M2313        7    91.67544    91.67544   114.59430
M2314        7    91.84286    91.84286   114.80357
M2315        7    93.23493    93.23493   116.54366
M2316        7    94.26956    94.26956   117.83695
M2317        7    94.55384    94.55384   118.19230
M2318        7    94.59716    94.59716   118.24645
M2319        7    95.03261    95.03261   118.79076
M2320        7    95.28589    95.28589   119.10736
M2321        7    95.59097    95.59097   119.48871
M2322        7    95.72084    95.72084   119.65105
M2323        7    96.00982    96.00982   120.01228
M2324        7    96.04075    96.04075   120.05094
M2325        7    96.18941    96.18941   120.23676
M2326        7    97.51821    97.51821   121.89776
M2327        7    97.61569    97.61569   122.01961
M2328        7    97.74343    97.74343   122.17929
M2329        7    97.99593    97.99593   122.49491
M2330        7    99.02162    99.02162   123.77702
M2331        7    99.96985    99.96985   124.96231
M2332        8     0.31316     0.31316     0.39145
M2333        8     0.31381     0.31381     0.39226
M2334        8     0.35303     0.35303     0.44129
M2335        8     0.42578     0.42578     0.53222
M2336        8     0.53780     0.53780     0.67225
M2337        8     1.38242     1.38242     1.72802
M2338        8     1.66190     1.66190     2.07737
M2339        8     1.73135     1.73135     2.16419
M2340        8     2.10381     2.10381     2.62976
M2341        8     2.38386     2.38386     2.97982
M2342        8     2.52082     2.52082     3.15103
M2343        8     2.74575     2.74575     3.43219
M2344        8     2.78661     2.78661     3.48326
M2345        8     2.80478     2.80478     3.50598
M2346        8     3.10687     3.10687     3.88359
M2347        8     3.87779     3.87779     4.84724
M2348        8     4.22016     4.22016     5.27520
M2349        8     4.30704     4.30704     5.38380
M2350        8     4.35038     4.35038     5.43797
M2351        8     4.96187     4.96187     6.20234
M2352        8     5.42982     5.42982     6.78727
M2353        8     5.57599     5.57599     6.96999
M2354        8     6.24084     6.24084     7.80105
M2355        8     7.46936     7.46936     9.33670
M2356        8     7.61623     7.61623     9.52029
M2357        8     7.78052     7.78052     9.72565
M2358        8     8.80546     8.80546    11.00682
M2359        8     9.17780     9.17780    11.47225
M2360        8     9.24398     9.24398    11.55497
M2361        8     9.32187     9.32187    11.65234
M2362        8     9.57386     9.57386    11.96732
M2363        8     9.65556     9.65556    12.06945
M2364        8     9.66685     9.66685    12.08356
M2365        8    10.60765    10.60765    13.25956
M2366        8    10.66124    10.66124    13.32655
M2367        8    11.02941    11.02941    13.78676
M2368        8    11.04247    11.04247    13.80309
M2369        8    11.07737    11.07737    13.84671
M2370        8    11.16983    11.16983    13.96229
M2371        8    11.90771    11.90771    14.88464
M2372        8    12.91736    12.91736    16.14670
M2373        8    13.40578    13.40578    16.75722
M2374        8    13.58549    13.58549    16.98186
M2375        8    13.73687    13.73687    17.17109
M2376        8    13.93331    13.93331    17.41664
M2377        8    14.21235    14.21235    17.76544
M2378        8    14.91113    14.91113    18.63891
M2379        8    15.00255    15.00255    18.75319
M2380        8    16.56979    16.56979    20.71224
M2381        8    16.85420    16.85420    21.06775
M2382        8    16.99436    16.99436    21.24295
M2383        8    17.63532    17.63532    22.04415
M2384        8    17.65926    17.65926    22.07408
M2385        8    18.10022    18.10022    22.62528
M2386        8    18.52283    18.52283    23.15354
M2387        8    18.65002    18.65002    23.31253
M2388        8    18.65332    18.65332    23.31665
M2389        8    18.77905    18.77905    23.47381
M2390        8    18.78010    18.78010    23.47513
M2391        8    18.86586    18.86586    23.58232
M2392        8    18.97079    18.97079    23.71349
M2393        8    19.18839    19.18839    23.98549
M2394        8    20.15328    20.15328    25.19160
M2395        8    20.52026    20.52026    25.65033
M2396        8    21.56398    21.56398    26.95498
M2397        8    21.57177    21.57177    26.96471
M2398        8    21.60071    21.60071    27.00089
M2399        8    21.61095    21.61095    27.01369
M2400        8    21.94826    21.94826    27.43533
M2401        8    22.08114    22.08114    27.60143
M2402        8    22.09328    22.09328    27.61660
M2403        8    22.46995    22.46995    28.08744
M2404        8    23.26110    23.26110    29.07637
M2405        8    23.88129    23.88129    29.85161
M2406        8    24.11485    24.11485    30.14356
M2407        8    24.17083    24.17083    30.21354
M2408        8    24.30480    24.30480    30.38100
M2409        8    24.57958    24.57958    30.72447
M2410        8    24.59633    24.59633    30.74541
M2411        8    24.82398    24.82398    31.02998
M2412        8    24.96832    24.96832    31.21040
M2413        8    25.20505    25.20505    31.50631
M2414        8    25.26162    25.26162    31.57702
M2415        8    25.26970    25.26970    31.58713
M2416        8    25.39140    25.39140    31.73925
M2417        8    26.09912    26.09912    32.62390
M2418        8    26.20330    26.20330    32.75413
M2419        8    26.21881    26.21881    32.77351
M2420        8    26.37379    26.37379    32.96724
M2421        8    26.67527    26.67527    33.34409
M2422        8    26.73077    26.73077    33.41346
M2423        8    26.77077    26.77077    33.46346
M2424        8    26.79679    26.79679    33.49599
M2425        8    26.98731    26.98731    33.73414
M2426        8    28.03305    28.03305    35.04131
M2427        8    28.09105    28.09105    35.11381
M2428        8    28.29149    28.29149    35.36436
M2429        8    28.43155    28.43155    35.53944
M2430        8    28.73299    28.73299    35.91624
M2431        8    29.03774    29.03774    36.29717
M2432        8    29.92494    29.92494    37.40617
M2433        8    30.15244    30.15244    37.69055
M2434        8    30.18032    30.18032    37.72540
M2435        8    30.34974    30.34974    37.93718
M2436        8    30.65930    30.65930    38.32412
M2437        8    30.66515    30.66515    38.33144
M2438        8    31.11140    31.11140    38.88925
M2439        8    31.13338    31.13338    38.91672
M2440        8    31.18449    31.18449    38.98061
M2441        8    31.94138    31.94138    39.92672
M2442        8    32.45442    32.45442    40.56803
M2443        8    32.79923    32.79923    40.99904
M2444        8    33.13440    33.13440    41.41800
M2445        8    33.34348    33.34348    41.67935
M2446        8    33.54539    33.54539    41.93174
M2447        8    34.32015    34.32015    42.90019
M2448        8    34.33030    34.33030    42.91287
M2449        8    34.44256    34.44256    43.05320
M2450        8    35.25325    35.25325    44.06656
M2451        8    35.44360    35.44360    44.30450
M2452        8    35.62491    35.62491    44.53114
M2453        8    35.65292    35.65292    44.56615
M2454        8    35.69700    35.69700    44.62125
M2455        8    36.51495    36.51495    45.64369
M2456        8    37.40708    37.40708    46.75885
M2457        8    37.48682    37.48682    46.85853
M2458        8    37.97933    37.97933    47.47416
M2459        8    38.22976    38.22976    47.78720
M2460        8    39.02394    39.02394    48.77993
M2461        8    39.32921    39.32921    49.16151
M2462        8    39.46353    39.46353    49.32941
M2463        8    39.72610    39.72610    49.65763
M2464        8    39.74808    39.74808    49.68510
M2465        8    39.87970    39.87970    49.84963
M2466        8    40.18817    40.18817    50.23521
M2467        8    40.36257    40.36257    50.45321
M2468        8    40.44769    40.44769    50.55961
M2469        8    40.79740    40.79740    50.99675
M2470        8    41.26071    41.26071    51.57589
M2471        8    43.10165    43.10165    53.87706
M2472        8    43.25615    43.25615    54.07019
M2473        8    43.39417    43.39417    54.24271
M2474        8    43.61175    43.61175    54.51469
M2475        8    44.13301    44.13301    55.16626
M2476        8    44.42881    44.42881    55.53601
M2477        8    44.49171    44.49171    55.61464
M2478        8    44.52373    44.52373    55.65466
M2479        8    44.64390    44.64390    55.80488
M2480        8    45.27850    45.27850    56.59813
M2481        8    45.44829    45.44829    56.81036
M2482        8    45.51995    45.51995    56.89994
M2483        8    45.61900    45.61900    57.02375
M2484        8    45.90634    45.90634    57.38293
M2485        8    46.16839    46.16839    57.71049
M2486        8    46.21459    46.21459    57.76824
M2487        8    46.42583    46.42583    58.03229
M2488        8    46.60655    46.60655    58.25819
M2489        8    46.82536    46.82536    58.53170
M2490        8    47.30088    47.30088    59.12610
M2491        8    47.85317    47.85317    59.81646
M2492        8    48.05767    48.05767    60.07209
M2493        8    48.09941    48.09941    60.12426
M2494        8    48.45861    48.45861    60.57326
M2495        8    48.91094    48.91094    61.13868
M2496        8    49.01848    49.01848    61.27310
M2497        8    49.22936    49.22936    61.53670
M2498        8    49.52516    49.52516    61.90645
M2499        8    49.71022    49.71022    62.13777
M2500        8    49.76040    49.76040    62.20050
M2501        8    50.15225    50.15225    62.69031
M2502        8    50.29717    50.29717    62.87146
M2503        8    50.68301    50.68301    63.35376
M2504        8    50.75408    50.75408    63.44260
M2505        8    50.82149    50.82149    63.52686
M2506        8    51.55328    51.55328    64.44160
M2507        8    51.56012    51.56012    64.45015
M2508        8    51.56755    51.56755    64.45944
M2509        8    52.20079    52.20079    65.25099
M2510        8    52.87654    52.87654    66.09567
M2511        8    53.55225    53.55225    66.94031
M2512        8    53.58710    53.58710    66.98388
M2513        8    53.77702    53.77702    67.22128
M2514        8    53.78687    53.78687    67.23359
M2515        8    54.06446    54.06446    67.58058
M2516        8    54.59365    54.59365    68.24206
M2517        8    54.82990    54.82990    68.53737
M2518        8    55.39680    55.39680    69.24600
M2519        8    55.52419    55.52419    69.40524
M2520        8    56.23600    56.23600    70.29500
M2521        8    56.33948    56.33948    70.42435
M2522        8    56.73280    56.73280    70.91600
M2523        8    57.00776    57.00776    71.25970
M2524        8    57.84538    57.84538    72.30673
M2525        8    58.00153    58.00153    72.50191
M2526        8    59.44684    59.44684    74.30855
M2527        8    59.45861    59.45861    74.32326
M2528        8    59.64761    59.64761    74.55951
M2529        8    59.70565    59.70565    74.63206
M2530        8    60.15490    60.15490    75.19363
M2531        8    60.21293    60.21293    75.26616
M2532        8    60.54369    60.54369    75.67961
M2533        8    60.68076    60.68076    75.85095
M2534        8    61.03844    61.03844    76.29805
M2535        8    61.20621    61.20621    76.50776
M2536        8    61.82304    61.82304    77.27880
M2537        8    62.65193    62.65193    78.31491
M2538        8    62.70744    62.70744    78.38430
M2539        8    62.84552    62.84552    78.55690
M2540        8    62.96715    62.96715    78.70894
M2541        8    63.29298    63.29298    79.11623
M2542        8    63.33875    63.33875    79.17344
M2543        8    63.49248    63.49248    79.36560
M2544        8    63.99728    63.99728    79.99660
M2545        8    64.12534    64.12534    80.15668
M2546        8    64.23376    64.23376    80.29220
M2547        8    64.63336    64.63336    80.79170
M2548        8    64.76731    64.76731    80.95914
M2549        8    64.85321    64.85321    81.06651
M2550        8    64.89013    64.89013    81.11266
M2551        8    64.96646    64.96646    81.20807
M2552        8    65.25604    65.25604    81.57005
M2553        8    65.33261    65.33261    81.66576
M2554        8    65.35831    65.35831    81.69789
M2555        8    65.84944    65.84944    82.31180
M2556        8    65.91735    65.91735    82.39669
M2557        8    66.09960    66.09960    82.62450
M2558        8    67.01982    67.01982    83.77478
M2559        8    67.02418    67.02418    83.78023
M2560        8    67.12750    67.12750    83.90937
M2561        8    67.21591    67.21591    84.01989
M2562        8    67.22090    67.22090    84.02613
M2563        8    67.63394    67.63394    84.54243
M2564        8    67.92790    67.92790    84.90988
M2565        8    68.04982    68.04982    85.06227
M2566        8    70.09093    70.09093    87.61366
M2567        8    70.43415    70.43415    88.04269
M2568        8    70.49172    70.49172    88.11465
M2569        8    70.59067    70.59067    88.23834
M2570        8    70.67988    70.67988    88.34985
M2571        8    71.37464    71.37464    89.21830
M2572        8    71.43993    71.43993    89.29991
M2573        8    72.41219    72.41219    90.51524
M2574        8    72.42104    72.42104    90.52630
M2575        8    72.60705    72.60705    90.75881
M2576        8    72.62388    72.62388    90.77985
M2577        8    72.76989    72.76989    90.96236
M2578        8    73.29615    73.29615    91.62019
M2579        8    73.94916    73.94916    92.43645
M2580        8    74.50939    74.50939    93.13674
M2581        8    74.76639    74.76639    93.45799
M2582        8    74.98526    74.98526    93.73157
M2583        8    75.12740    75.12740    93.90925
M2584        8    75.25057    75.25057    94.06321
M2585        8    75.57326    75.57326    94.46658
M2586        8    76.10978    76.10978    95.13723
M2587        8    76.38546    76.38546    95.48183
M2588        8    76.62078    76.62078    95.77597
M2589        8    77.37123    77.37123    96.71404
M2590        8    77.41667    77.41667    96.77084
M2591        8    77.57317    77.57317    96.96646
M2592        8    77.59298    77.59298    96.99123
M2593        8    77.89525    77.89525    97.36906
M2594        8    78.30957    78.30957    97.88696
M2595        8    78.87205    78.87205    98.59006
M2596        8    78.87627    78.87627    98.59534
M2597        8    79.03333    79.03333    98.79166
M2598        8    79.12339    79.12339    98.90424
M2599        8    79.42667    79.42667    99.28334
M2600        8    79.81739    79.81739    99.77174
M2601        8    79.94117    79.94117    99.92646
M2602        8    80.22250    80.22250   100.27812
M2603        8    80.45398    80.45398   100.56748
M2604        8    80.67387    80.67387   100.84234
M2605        8    81.48200    81.48200   101.85250
M2606        8    81.70792    81.70792   102.13490
M2607        8    81.82993    81.82993   102.28741
M2608        8    82.00175    82.00175   102.50219
M2609        8    82.16234    82.16234   102.70292
M2610        8    83.47275    83.47275   104.34094
M2611        8    83.61735    83.61735   104.52169
M2612        8    84.39529    84.39529   105.49411
M2613        8    84.94902    84.94902   106.18628
M2614        8    85.27249    85.27249   106.59061
M2615        8    86.05965    86.05965   107.57456
M2616        8    86.45621    86.45621   108.07026
M2617        8    86.78223    86.78223   108.47779
M2618        8    87.18831    87.18831   108.98539
M2619        8    88.04048    88.04048   110.05060
M2620        8    88.36086    88.36086   110.45108
M2621        8    88.55318    88.55318   110.69147
M2622        8    88.62215    88.62215   110.77769
M2623        8    89.40074    89.40074   111.75092
M2624        8    89.54077    89.54077   111.92596
M2625        8    89.76659    89.76659   112.20824
M2626        8    89.86082    89.86082   112.32603
M2627        8    89.92645    89.92645   112.40806
M2628        8    89.95566    89.95566   112.44458
M2629        8    91.23285    91.23285   114.04106
M2630        8    91.30237    91.30237   114.12796
M2631        8    91.52622    91.52622   114.40778
M2632        8    91.54176    91.54176   114.42720
M2633        8    91.54182    91.54182   114.42728
M2634        8    91.61990    91.61990   114.52488
M2635        8    91.82385    91.82385   114.77981
M2636        8    92.51416    92.51416   115.64270
M2637        8    93.77846    93.77846   117.22308
M2638        8    93.82193    93.82193   117.27741
M2639        8    95.43082    95.43082   119.28852
M2640        8    95.52996    95.52996   119.41245
M2641        8    96.21914    96.21914   120.27393
M2642        8    96.70869    96.70869   120.88586
M2643        8    96.81444    96.81444   121.01805
M2644        8    96.90952    96.90952   121.13690
M2645        8    96.93451    96.93451   121.16814
M2646        8    97.09288    97.09288   121.36610
M2647        8    97.13423    97.13423   121.41779
M2648        8    97.17975    97.17975   121.47469
M2649        8    97.35095    97.35095   121.68869
M2650        8    97.41402    97.41402   121.76753
M2651        8    97.42043    97.42043   121.77554
M2652        8    97.55506    97.55506   121.94383
M2653        8    97.70538    97.70538   122.13173
M2654        8    97.86392    97.86392   122.32990
M2655        8    98.56193    98.56193   123.20241
M2656        8    98.59770    98.59770   123.24713
M2657        8    99.07289    99.07289   123.84111
M2658        8    99.11128    99.11128   123.88910
M2659        8    99.27677    99.27677   124.09596
M2660        8    99.35181    99.35181   124.18976
M2661        8    99.44415    99.44415   124.30519
M2662        8    99.77247    99.77247   124.71559
M2663        8    99.93269    99.93269   124.91586
M2664        8    99.95083    99.95083   124.93854
M2665        9     1.20150     1.20150     1.50188
M2666        9     1.58679     1.58679     1.98349
M2667        9     2.25815     2.25815     2.82269
M2668        9     2.37768     2.37768     2.97210
M2669        9     2.63628     2.63628     3.29535
M2670        9     2.67010     2.67010     3.33763
M2671        9     2.91314     2.91314     3.64143
M2672        9     3.00150     3.00150     3.75188
M2673        9     3.01689     3.01689     3.77111
M2674        9     3.07901     3.07901     3.84876
M2675        9     3.27492     3.27492     4.09365
M2676        9     4.24824     4.24824     5.31030
M2677        9     4.41420     4.41420     5.51775
M2678        9     4.76927     4.76927     5.96159
M2679        9     4.78343     4.78343     5.97929
M2680        9     5.07665     5.07665     6.34581
M2681        9     5.32021     5.32021     6.65026
M2682        9     5.39591     5.39591     6.74489
M2683        9     5.65756     5.65756     7.07195
M2684        9     6.04570     6.04570     7.55712
M2685        9     6.10668     6.10668     7.63335
M2686        9     6.12882     6.12882     7.66102
M2687        9     6.42055     6.42055     8.02569
M2688        9     6.42425     6.42425     8.03031
M2689        9     6.53105     6.53105     8.16381
M2690        9     7.44741     7.44741     9.30926
M2691        9     7.90676     7.90676     9.88345
M2692        9     8.46128     8.46128    10.57660
M2693        9     8.47011     8.47011    10.58764
M2694        9     8.78160     8.78160    10.97700
M2695        9     8.90396     8.90396    11.12995
M2696        9     9.27192     9.27192    11.58990
M2697        9     9.98177     9.98177    12.47721
M2698        9    10.00241    10.00241    12.50301
M2699        9    10.10476    10.10476    12.63095
M2700        9    10.99413    10.99413    13.74266
M2701        9    11.24598    11.24598    14.05748
M2702        9    11.30696    11.30696    14.13370
M2703        9    11.34282    11.34282    14.17853
M2704        9    11.51000    11.51000    14.38750
M2705        9    12.29405    12.29405    15.36756
M2706        9    12.64258    12.64258    15.80322
M2707        9    12.68745    12.68745    15.85931
M2708        9    12.96668    12.96668    16.20835
M2709        9    13.09771    13.09771    16.37214
M2710        9    13.30435    13.30435    16.63044
M2711        9    13.68625    13.68625    17.10781
M2712        9    14.17822    14.17822    17.72277
M2713        9    15.22570    15.22570    19.03213
M2714        9    15.34529    15.34529    19.18161
M2715        9    16.24900    16.24900    20.31125
M2716        9    16.57060    16.57060    20.71325
M2717        9    16.73882    16.73882    20.92353
M2718        9    17.28346    17.28346    21.60432
M2719        9    17.34810    17.34810    21.68512
M2720        9    17.64081    17.64081    22.05101
M2721        9    17.65917    17.65917    22.07396
M2722        9    17.77652    17.77652    22.22065
M2723        9    18.04974    18.04974    22.56217
M2724        9    18.08534    18.08534    22.60667
M2725        9    18.16689    18.16689    22.70861
M2726        9    18.49285    18.49285    23.11606
M2727        9    19.07863    19.07863    23.84829
M2728        9    19.37296    19.37296    24.21620
M2729        9    19.52681    19.52681    24.40851
M2730        9    19.70871    19.70871    24.63589
M2731        9    19.75256    19.75256    24.69070
M2732        9    19.85376    19.85376    24.81720
M2733        9    20.11933    20.11933    25.14916
M2734        9    20.31677    20.31677    25.39596
M2735        9    20.59970    20.59970    25.74962
M2736        9    20.79769    20.79769    25.99711
M2737        9    21.13703    21.13703    26.42129
M2738        9    21.42396    21.42396    26.77995
M2739        9    22.07853    22.07853    27.59816
M2740        9    22.17207    22.17207    27.71509
M2741        9    22.40017    22.40017    28.00021
M2742        9    22.44473    22.44473    28.05591
M2743        9    22.78096    22.78096    28.47620
M2744        9    22.79093    22.79093    28.48866
M2745        9    23.67743    23.67743    29.59679
M2746        9    24.28369    24.28369    30.35461
M2747        9    24.63402    24.63402    30.79252
