ID          Chr   Input_Pos    Male_Map  Female_Map
M1465        5    38.16236    38.16236    47.70295
M1466        5    38.24253    38.24253    47.80316
M1467        5    39.23189    39.23189    49.03986
M1468        5    39.37147    39.37147    49.21434
M1469        5    39.76791    39.76791    49.70989
M1470        5    39.97957    39.97957    49.97446
M1471        5    40.27644    40.27644    50.34555
M1472        5    40.29076    40.29076    50.36345
M1473        5    40.62206    40.62206    50.77758
M1474        5    40.76003    40.76003    50.95004
M1475        5    40.86912    40.86912    51.08640
M1476        5    40.97284    40.97284    51.21605
M1477        5    41.15216    41.15216    51.44020
M1478        5    41.20049    41.20049    51.50061
M1479        5    41.97383    41.97383    52.46729
M1480        5    43.32145    43.32145    54.15181
M1481        5    43.51012    43.51012    54.38765
M1482        5    43.57520    43.57520    54.46900
M1483        5    43.57652    43.57652    54.47065
M1484        5    43.73489    43.73489    54.66861
M1485        5    44.20235    44.20235    55.25294
M1486        5    44.34885    44.34885    55.43606
M1487        5    44.49614    44.49614    55.62018
M1488        5    44.57188    44.57188    55.71485
M1489        5    44.58326    44.58326    55.72908
M1490        5    44.61946    44.61946    55.77433
M1491        5    44.87074    44.87074    56.08843
M1492        5    44.89256    44.89256    56.11570
M1493        5    44.89676    44.89676    56.12095
M1494        5    45.14922    45.14922    56.43653
M1495        5    45.22877    45.22877    56.53596
M1496        5    45.23613    45.23613    56.54516
M1497        5    45.38619    45.38619    56.73274
M1498        5    45.39165    45.39165    56.73956
M1499        5    46.77262    46.77262    58.46578
M1500        5    46.90654    46.90654    58.63318
M1501        5    46.98512    46.98512    58.73140
M1502        5    47.04759    47.04759    58.80949
M1503        5    47.16994    47.16994    58.96243
M1504        5    47.42815    47.42815    59.28519
M1505        5    47.52786    47.52786    59.40983
M1506        5    47.96910    47.96910    59.96138
M1507        5    48.13894    48.13894    60.17368
M1508        5    48.33302    48.33302    60.41628
M1509        5    48.84387    48.84387    61.05484
M1510        5    48.92088    48.92088    61.15110
M1511        5    49.20453    49.20453    61.50566
M1512        5    49.38581    49.38581    61.73226
M1513        5    50.56014    50.56014    63.20018
M1514        5    50.88839    50.88839    63.61049
M1515        5    50.95271    50.95271    63.69089
M1516        5    51.07548    51.07548    63.84435
M1517        5    51.46407    51.46407    64.33009
M1518        5    51.70262    51.70262    64.62828
M1519        5    52.63012    52.63012    65.78765
M1520        5    53.13892    53.13892    66.42365
M1521        5    53.62016    53.62016    67.02520
M1522        5    54.11844    54.11844    67.64805
M1523        5    55.03881    55.03881    68.79851
M1524        5    55.39975    55.39975    69.24969
M1525        5    55.77965    55.77965    69.72456
M1526        5    55.87925    55.87925    69.84906
M1527        5    56.15184    56.15184    70.18980
M1528        5    56.39897    56.39897    70.49871
M1529        5    56.48950    56.48950    70.61188
M1530        5    57.22089    57.22089    71.52611
M1531        5    57.29074    57.29074    71.61343
M1532        5    57.35871    57.35871    71.69839
M1533        5    58.61456    58.61456    73.26820
M1534        5    58.91076    58.91076    73.63845
M1535        5    58.98909    58.98909    73.73636
M1536        5    59.02570    59.02570    73.78213
M1537        5    59.77355    59.77355    74.71694
M1538        5    60.58189    60.58189    75.72736
M1539        5    60.93145    60.93145    76.16431
M1540        5    61.07620    61.07620    76.34525
M1541        5    61.22831    61.22831    76.53539
M1542        5    61.96815    61.96815    77.46019
M1543        5    62.26716    62.26716    77.83395
M1544        5    62.27729    62.27729    77.84661
M1545        5    62.50392    62.50392    78.12990
M1546        5    62.98571    62.98571    78.73214
M1547        5    63.07330    63.07330    78.84163
M1548        5    63.80937    63.80937    79.76171
M1549        5    64.37087    64.37087    80.46359
M1550        5    64.69537    64.69537    80.86921
M1551        5    64.92397    64.92397    81.15496
M1552        5    65.12989    65.12989    81.41236
M1553        5    65.17390    65.17390    81.46738
M1554        5    65.19719    65.19719    81.49649
M1555        5    66.05604    66.05604    82.57005
M1556        5    67.01464    67.01464    83.76830
M1557        5    67.87619    67.87619    84.84524
M1558        5    67.92921    67.92921    84.91151
M1559        5    68.42426    68.42426    85.53033
M1560        5    68.54136    68.54136    85.67670
M1561        5    69.00995    69.00995    86.26244
M1562        5    69.05701    69.05701    86.32126
M1563        5    69.25131    69.25131    86.56414
M1564        5    69.41454    69.41454    86.76817
M1565        5    69.66895    69.66895    87.08619
M1566        5    69.75450    69.75450    87.19313
M1567        5    69.88724    69.88724    87.35905
M1568        5    70.07842    70.07842    87.59803
M1569        5    70.43351    70.43351    88.04189
M1570        5    71.26669    71.26669    89.08336
M1571        5    71.49407    71.49407    89.36759
M1572        5    71.76912    71.76912    89.71140
M1573        5    72.78545    72.78545    90.98181
M1574        5    72.87026    72.87026    91.08783
M1575        5    72.98782    72.98782    91.23477
M1576        5    73.29763    73.29763    91.62204
M1577        5    73.69000    73.69000    92.11250
M1578        5    73.70788    73.70788    92.13485
M1579        5    74.67725    74.67725    93.34656
M1580        5    74.79022    74.79022    93.48777
M1581        5    75.36472    75.36472    94.20590
M1582        5    75.57423    75.57423    94.46779
M1583        5    75.76683    75.76683    94.70854
M1584        5    76.02068    76.02068    95.02585
M1585        5    76.03189    76.03189    95.03986
M1586        5    76.16573    76.16573    95.20716
M1587        5    76.25972    76.25972    95.32465
M1588        5    76.47744    76.47744    95.59680
M1589        5    76.60668    76.60668    95.75835
M1590        5    76.74989    76.74989    95.93736
M1591        5    76.79108    76.79108    95.98885
M1592        5    77.64585    77.64585    97.05731
M1593        5    77.67041    77.67041    97.08801
M1594        5    77.96963    77.96963    97.46204
M1595        5    78.38285    78.38285    97.97856
M1596        5    79.19113    79.19113    98.98891
M1597        5    79.57602    79.57602    99.47002
M1598        5    80.07453    80.07453   100.09316
M1599        5    80.14259    80.14259   100.17824
M1600        5    81.44248    81.44248   101.80310
M1601        5    81.81795    81.81795   102.27244
M1602        5    82.53126    82.53126   103.16407
M1603        5    82.53548    82.53548   103.16935
M1604        5    82.82576    82.82576   103.53220
M1605        5    82.82735    82.82735   103.53419
M1606        5    82.98986    82.98986   103.73733
M1607        5    83.15739    83.15739   103.94674
M1608        5    83.35986    83.35986   104.19983
M1609        5    83.37086    83.37086   104.21358
M1610        5    83.91171    83.91171   104.88964
M1611        5    84.30140    84.30140   105.37675
M1612        5    84.83871    84.83871   106.04839
M1613        5    85.00811    85.00811   106.26014
M1614        5    85.42680    85.42680   106.78350
M1615        5    85.64006    85.64006   107.05008
M1616        5    85.64371    85.64371   107.05464
M1617        5    85.94715    85.94715   107.43394
M1618        5    86.12487    86.12487   107.65609
M1619        5    86.84758    86.84758   108.55948
M1620        5    87.25126    87.25126   109.06408
M1621        5    87.52974    87.52974   109.41218
M1622        5    87.95105    87.95105   109.93881
M1623        5    88.38242    88.38242   110.47803
M1624        5    88.48138    88.48138   110.60173
M1625        5    88.65600    88.65600   110.82000
M1626        5    88.77658    88.77658   110.97073
M1627        5    90.39149    90.39149   112.98936
M1628        5    90.42963    90.42963   113.03704
M1629        5    90.77430    90.77430   113.46787
M1630        5    90.79605    90.79605   113.49506
M1631        5    92.57074    92.57074   115.71343
M1632        5    93.09678    93.09678   116.37098
M1633        5    93.14765    93.14765   116.43456
M1634        5    93.18930    93.18930   116.48663
M1635        5    93.21221    93.21221   116.51526
M1636        5    93.38105    93.38105   116.72631
M1637        5    93.53118    93.53118   116.91398
M1638        5    93.96584    93.96584   117.45730
M1639        5    94.19282    94.19282   117.74102
M1640        5    94.22301    94.22301   117.77876
M1641        5    94.50255    94.50255   118.12819
M1642        5    94.95937    94.95937   118.69921
M1643        5    95.11956    95.11956   118.89945
M1644        5    95.27535    95.27535   119.09419
M1645        5    95.28135    95.28135   119.10169
M1646        5    95.28755    95.28755   119.10944
M1647        5    95.32497    95.32497   119.15621
M1648        5    95.75038    95.75038   119.68798
M1649        5    96.08484    96.08484   120.10605
M1650        5    96.54568    96.54568   120.68210
M1651        5    96.66566    96.66566   120.83208
M1652        5    96.72479    96.72479   120.90599
M1653        5    97.14684    97.14684   121.43355
M1654        5    97.28411    97.28411   121.60514
M1655        5    97.58018    97.58018   121.97522
M1656        5    97.85364    97.85364   122.31705
M1657        5    97.86948    97.86948   122.33685
M1658        5    98.01466    98.01466   122.51833
M1659        5    98.44879    98.44879   123.06099
M1660        5    98.60873    98.60873   123.26091
M1661        5    99.10162    99.10162   123.87703
M1662        5    99.10574    99.10574   123.88217
M1663        5    99.20857    99.20857   124.01071
M1664        5    99.66216    99.66216   124.57770
M1665        5    99.97314    99.97314   124.96643
M1666        6     0.11649     0.11649     0.14561
M1667        6     0.51475     0.51475     0.64344
M1668        6     0.51798     0.51798     0.64748
M1669        6     1.11418     1.11418     1.39273
M1670        6     1.31068     1.31068     1.63835
M1671        6     1.75923     1.75923     2.19904
M1672        6     1.98679     1.98679     2.48349
M1673        6     2.10645     2.10645     2.63306
M1674        6     2.49691     2.49691     3.12114
M1675        6     2.78963     2.78963     3.48704
M1676        6     2.82739     2.82739     3.53424
M1677        6     3.70797     3.70797     4.63496
M1678        6     3.94692     3.94692     4.93365
M1679        6     4.30949     4.30949     5.38686
M1680        6     4.67839     4.67839     5.84799
M1681        6     5.14746     5.14746     6.43432
M1682        6     5.27286     5.27286     6.59108
M1683        6     5.37999     5.37999     6.72499
M1684        6     5.62868     5.62868     7.03585
M1685        6     6.05929     6.05929     7.57411
M1686        6     6.27127     6.27127     7.83909
M1687        6     6.49372     6.49372     8.11715
M1688        6     6.61313     6.61313     8.26641
M1689        6     7.97219     7.97219     9.96524
M1690        6     8.50283     8.50283    10.62854
M1691        6     8.87957     8.87957    11.09946
M1692        6     9.39621     9.39621    11.74526
M1693        6     9.47501     9.47501    11.84376
M1694        6     9.51601     9.51601    11.89501
M1695        6     9.65235     9.65235    12.06544
M1696        6     9.69016     9.69016    12.11270
M1697        6     9.78110     9.78110    12.22638
M1698        6    10.05406    10.05406    12.56757
M1699        6    10.25753    10.25753    12.82191
M1700        6    10.40130    10.40130    13.00162
M1701        6    11.37656    11.37656    14.22070
M1702        6    11.49037    11.49037    14.36296
M1703        6    11.82588    11.82588    14.78235
M1704        6    11.97490    11.97490    14.96862
M1705        6    12.38275    12.38275    15.47844
M1706        6    12.84106    12.84106    16.05132
M1707        6    12.85662    12.85662    16.07077
M1708        6    13.06041    13.06041    16.32551
M1709        6    13.07336    13.07336    16.34170
M1710        6    13.20389    13.20389    16.50486
M1711        6    13.86950    13.86950    17.33687
M1712        6    14.00184    14.00184    17.50230
M1713        6    14.16246    14.16246    17.70307
M1714        6    14.39932    14.39932    17.99915
M1715        6    14.68485    14.68485    18.35606
M1716        6    14.80202    14.80202    18.50252
M1717        6    15.00366    15.00366    18.75457
M1718        6    15.05751    15.05751    18.82189
M1719        6    15.12895    15.12895    18.91119
M1720        6    16.11325    16.11325    20.14156
M1721        6    16.29372    16.29372    20.36715
M1722        6    16.60097    16.60097    20.75121
M1723        6    17.03453    17.03453    21.29316
M1724        6    17.75222    17.75222    22.19027
M1725        6    19.00184    19.00184    23.75230
M1726        6    19.29841    19.29841    24.12301
M1727        6    19.81766    19.81766    24.77208
M1728        6    19.85897    19.85897    24.82371
M1729        6    19.90981    19.90981    24.88726
M1730        6    20.23919    20.23919    25.29899
M1731        6    20.44423    20.44423    25.55529
M1732        6    20.66776    20.66776    25.83470
M1733        6    20.71363    20.71363    25.89204
M1734        6    20.86904    20.86904    26.08630
M1735        6    21.29449    21.29449    26.61811
M1736        6    21.33690    21.33690    26.67112
M1737        6    21.78180    21.78180    27.22725
M1738        6    21.89268    21.89268    27.36585
M1739        6    22.89136    22.89136    28.61420
M1740        6    23.04486    23.04486    28.80607
M1741        6    23.06682    23.06682    28.83353
M1742        6    23.13757    23.13757    28.92196
M1743        6    23.81183    23.81183    29.76479
M1744        6    24.04712    24.04712    30.05890
M1745        6    24.07928    24.07928    30.09910
M1746        6    24.32626    24.32626    30.40783
M1747        6    24.36672    24.36672    30.45840
M1748        6    24.49034    24.49034    30.61293
M1749        6    25.71174    25.71174    32.13967
M1750        6    26.03267    26.03267    32.54084
M1751        6    26.11632    26.11632    32.64540
M1752        6    26.20173    26.20173    32.75216
M1753        6    26.21512    26.21512    32.76890
M1754        6    26.72345    26.72345    33.40431
M1755        6    26.97386    26.97386    33.71732
M1756        6    27.28842    27.28842    34.11052
M1757        6    27.58629    27.58629    34.48286
M1758        6    28.06142    28.06142    35.07677
M1759        6    28.18555    28.18555    35.23194
M1760        6    28.31410    28.31410    35.39263
M1761        6    28.58624    28.58624    35.73280
M1762        6    28.72296    28.72296    35.90370
M1763        6    28.75731    28.75731    35.94664
M1764        6    29.06605    29.06605    36.33256
M1765        6    29.42456    29.42456    36.78070
M1766        6    29.81197    29.81197    37.26496
M1767        6    29.88569    29.88569    37.35711
M1768        6    29.90754    29.90754    37.38443
M1769        6    30.22127    30.22127    37.77659
M1770        6    30.51688    30.51688    38.14610
M1771        6    30.60115    30.60115    38.25144
M1772        6    32.20325    32.20325    40.25406
M1773        6    32.78277    32.78277    40.97846
M1774        6    32.86817    32.86817    41.08521
M1775        6    33.10384    33.10384    41.37980
M1776        6    33.21630    33.21630    41.52038
M1777        6    33.41662    33.41662    41.77078
M1778        6    33.43497    33.43497    41.79371
M1779        6    34.03237    34.03237    42.54046
M1780        6    35.28769    35.28769    44.10961
M1781        6    35.33262    35.33262    44.16578
M1782        6    35.54316    35.54316    44.42895
M1783        6    35.59110    35.59110    44.48888
M1784        6    35.67647    35.67647    44.59559
M1785        6    36.01221    36.01221    45.01526
M1786        6    36.09762    36.09762    45.12203
M1787        6    36.12177    36.12177    45.15221
M1788        6    36.33400    36.33400    45.41750
M1789        6    36.73978    36.73978    45.92473
M1790        6    36.91248    36.91248    46.14060
M1791        6    37.38466    37.38466    46.73083
M1792        6    38.24423    38.24423    47.80529
M1793        6    38.43766    38.43766    48.04707
M1794        6    39.15143    39.15143    48.93929
M1795        6    39.55963    39.55963    49.44954
M1796        6    39.66268    39.66268    49.57835
M1797        6    40.32947    40.32947    50.41184
M1798        6    40.35998    40.35998    50.44998
M1799        6    40.86809    40.86809    51.08511
M1800        6    40.95257    40.95257    51.19071
M1801        6    41.21946    41.21946    51.52433
M1802        6    41.26196    41.26196    51.57745
M1803        6    41.56597    41.56597    51.95746
M1804        6    41.91291    41.91291    52.39114
M1805        6    43.26056    43.26056    54.07570
M1806        6    43.31991    43.31991    54.14989
M1807        6    43.46236    43.46236    54.32795
M1808        6    44.38878    44.38878    55.48598
M1809        6    44.86317    44.86317    56.07896
M1810        6    45.01280    45.01280    56.26600
M1811        6    45.25851    45.25851    56.57314
M1812        6    45.92735    45.92735    57.40919
M1813        6    45.94309    45.94309    57.42886
M1814        6    46.03357    46.03357    57.54196
M1815        6    46.07628    46.07628    57.59535
M1816        6    47.08423    47.08423    58.85529
M1817        6    47.12351    47.12351    58.90439
M1818        6    47.19404    47.19404    58.99255
M1819        6    47.28631    47.28631    59.10789
M1820        6    47.32673    47.32673    59.15841
M1821        6    47.59218    47.59218    59.49023
M1822        6    47.71423    47.71423    59.64279
M1823        6    47.80189    47.80189    59.75236
M1824        6    47.81845    47.81845    59.77306
M1825        6    47.95339    47.95339    59.94174
M1826        6    48.83847    48.83847    61.04809
M1827        6    48.91538    48.91538    61.14423
M1828        6    49.60441    49.60441    62.00551
M1829        6    49.87534    49.87534    62.34417
M1830        6    49.98899    49.98899    62.48624
M1831        6    50.66057    50.66057    63.32571
M1832        6    51.37657    51.37657    64.22071
M1833        6    51.63508    51.63508    64.54385
M1834        6    52.33930    52.33930    65.42413
M1835        6    52.48872    52.48872    65.61090
M1836        6    52.54084    52.54084    65.67605
M1837        6    53.79821    53.79821    67.24776
M1838        6    54.00975    54.00975    67.51219
M1839        6    54.03758    54.03758    67.54698
M1840        6    54.04090    54.04090    67.55112
M1841        6    54.45675    54.45675    68.07094
M1842        6    55.07406    55.07406    68.84258
M1843        6    55.16086    55.16086    68.95108
M1844        6    55.29365    55.29365    69.11706
M1845        6    55.37732    55.37732    69.22165
M1846        6    55.56829    55.56829    69.46036
M1847        6    55.60452    55.60452    69.50565
M1848        6    55.79170    55.79170    69.73963
M1849        6    56.07665    56.07665    70.09581
M1850        6    56.69617    56.69617    70.87021
M1851        6    56.70405    56.70405    70.88006
M1852        6    56.78508    56.78508    70.98135
M1853        6    56.84150    56.84150    71.05188
M1854        6    56.86711    56.86711    71.08389
M1855        6    56.99630    56.99630    71.24538
M1856        6    57.35600    57.35600    71.69500
M1857        6    57.38826    57.38826    71.73533
M1858        6    57.71848    57.71848    72.14810
M1859        6    57.86550    57.86550    72.33188
M1860        6    58.32973    58.32973    72.91216
M1861        6    58.46509    58.46509    73.08136
M1862        6    58.64601    58.64601    73.30751
M1863        6    58.70822    58.70822    73.38528
M1864        6    58.73353    58.73353    73.41691
M1865        6    59.46445    59.46445    74.33056
M1866        6    59.47926    59.47926    74.34907
M1867        6    59.67889    59.67889    74.59861
M1868        6    60.03425    60.03425    75.04281
M1869        6    60.53478    60.53478    75.66848
M1870        6    60.76975    60.76975    75.96219
M1871        6    60.92040    60.92040    76.15050
M1872        6    61.36830    61.36830    76.71037
M1873        6    61.84287    61.84287    77.30359
M1874        6    61.96887    61.96887    77.46109
M1875        6    62.25498    62.25498    77.81873
M1876        6    62.32326    62.32326    77.90408
M1877        6    62.35456    62.35456    77.94320
M1878        6    62.87853    62.87853    78.59816
M1879        6    63.04366    63.04366    78.80457
M1880        6    63.24707    63.24707    79.05884
M1881        6    63.47397    63.47397    79.34246
M1882        6    63.75594    63.75594    79.69492
M1883        6    64.22082    64.22082    80.27603
M1884        6    64.87837    64.87837    81.09796
M1885        6    64.98986    64.98986    81.23733
M1886        6    65.00611    65.00611    81.25764
M1887        6    65.09961    65.09961    81.37451
M1888        6    65.14209    65.14209    81.42761
M1889        6    65.19034    65.19034    81.48793
M1890        6    65.34030    65.34030    81.67538
M1891        6    65.46693    65.46693    81.83366
M1892        6    65.61780    65.61780    82.02225
M1893        6    65.93100    65.93100    82.41375
M1894        6    65.94252    65.94252    82.42815
M1895        6    66.10251    66.10251    82.62814
M1896        6    66.17945    66.17945    82.72431
M1897        6    66.85891    66.85891    83.57364
M1898        6    66.95604    66.95604    83.69505
M1899        6    67.45875    67.45875    84.32344
M1900        6    67.87323    67.87323    84.84154
M1901        6    68.15065    68.15065    85.18831
M1902        6    68.23353    68.23353    85.29191
M1903        6    68.47440    68.47440    85.59300
M1904        6    68.87143    68.87143    86.08929
M1905        6    68.88653    68.88653    86.10816
M1906        6    68.91375    68.91375    86.14219
M1907        6    69.17778    69.17778    86.47222
M1908        6    69.73720    69.73720    87.17150
M1909        6    70.20605    70.20605    87.75756
M1910        6    71.15600    71.15600    88.94500
M1911        6    71.25073    71.25073    89.06341
M1912        6    71.32789    71.32789    89.15986
M1913        6    71.64449    71.64449    89.55561
M1914        6    71.68106    71.68106    89.60133
M1915        6    72.07562    72.07562    90.09453
M1916        6    72.22766    72.22766    90.28458
M1917        6    72.43950    72.43950    90.54938
M1918        6    72.51701    72.51701    90.64626
M1919        6    72.87541    72.87541    91.09426
M1920        6    73.18625    73.18625    91.48281
M1921        6    73.37154    73.37154    91.71443
M1922        6    73.56947    73.56947    91.96184
M1923        6    73.61247    73.61247    92.01559
M1924        6    73.62445    73.62445    92.03056
M1925        6    74.18767    74.18767    92.73459
M1926        6    74.22680    74.22680    92.78350
M1927        6    74.68312    74.68312    93.35390
M1928        6    74.68818    74.68818    93.36022
M1929        6    75.03178    75.03178    93.78973
M1930        6    75.26242    75.26242    94.07803
M1931        6    76.03634    76.03634    95.04543
M1932        6    76.16331    76.16331    95.20414
M1933        6    76.67401    76.67401    95.84251
M1934        6    76.82681    76.82681    96.03351
M1935        6    77.43412    77.43412    96.79265
M1936        6    77.80757    77.80757    97.25946
M1937        6    78.38230    78.38230    97.97787
M1938        6    78.46552    78.46552    98.08190
M1939        6    79.07475    79.07475    98.84344
M1940        6    79.29333    79.29333    99.11666
M1941        6    79.39800    79.39800    99.24750
M1942        6    79.76228    79.76228    99.70285
M1943        6    79.85042    79.85042    99.81302
M1944        6    79.89132    79.89132    99.86415
M1945        6    79.92838    79.92838    99.91048
M1946        6    80.18482    80.18482   100.23103
M1947        6    80.31989    80.31989   100.39986
M1948        6    80.86246    80.86246   101.07807
M1949        6    81.18120    81.18120   101.47650
M1950        6    81.24785    81.24785   101.55981
M1951        6    81.38334    81.38334   101.72917
M1952        6    81.38469    81.38469   101.73086
M1953        6    81.48856    81.48856   101.86070
M1954        6    81.75450    81.75450   102.19313
M1955        6    81.94654    81.94654   102.43318
M1956        6    82.11096    82.11096   102.63870
M1957        6    82.26710    82.26710   102.83388
M1958        6    82.33244    82.33244   102.91555
M1959        6    82.98185    82.98185   103.72731
M1960        6    83.68686    83.68686   104.60858
M1961        6    84.21476    84.21476   105.26845
M1962        6    84.74829    84.74829   105.93536
M1963        6    85.82198    85.82198   107.27747
M1964        6    87.05052    87.05052   108.81315
M1965        6    87.52642    87.52642   109.40803
M1966        6    87.86599    87.86599   109.83249
M1967        6    88.50018    88.50018   110.62523
M1968        6    89.24532    89.24532   111.55665
M1969        6    89.25283    89.25283   111.56604
M1970        6    89.27220    89.27220   111.59025
M1971        6    89.50030    89.50030   111.87538
M1972        6    89.59314    89.59314   111.99143
M1973        6    90.11622    90.11622   112.64527
M1974        6    90.35714    90.35714   112.94643
M1975        6    91.24324    91.24324   114.05405
M1976        6    91.59481    91.59481   114.49351
M1977        6    91.65509    91.65509   114.56886
M1978        6    92.41611    92.41611   115.52014
M1979        6    92.57723    92.57723   115.72154
M1980        6    92.91545    92.91545   116.14431
M1981        6    93.50195    93.50195   116.87744
M1982        6    93.66393    93.66393   117.07991
M1983        6    94.04943    94.04943   117.56179
M1984        6    94.98682    94.98682   118.73353
M1985        6    95.04198    95.04198   118.80248
M1986        6    95.42136    95.42136   119.27670
M1987        6    95.45463    95.45463   119.31829
M1988        6    95.77640    95.77640   119.72050
M1989        6    96.55117    96.55117   120.68896
M1990        6    96.81663    96.81663   121.02079
M1991        6    96.99308    96.99308   121.24135
M1992        6    97.07831    97.07831   121.34789
M1993        6    97.23086    97.23086   121.53858
M1994        6    98.05195    98.05195   122.56494
M1995        6    98.88950    98.88950   123.61187
M1996        6    99.09426    99.09426   123.86783
M1997        6    99.73851    99.73851   124.67314
M1998        6    99.85044    99.85044   124.81305
M1999        7     0.54437     0.54437     0.68046
M2000        7     0.65725     0.65725     0.82156
M2001        7     0.78236     0.78236     0.97795
M2002        7     0.89961     0.89961     1.12451
M2003        7     1.05372     1.05372     1.31715
M2004        7     1.32338     1.32338     1.65423
M2005        7     1.46254     1.46254     1.82818
M2006        7     1.70291     1.70291     2.12864
M2007        7     2.41156     2.41156     3.01445
M2008        7     2.71151     2.71151     3.38939
M2009        7     4.90155     4.90155     6.12694
M2010        7     4.97174     4.97174     6.21467
M2011        7     4.99979     4.99979     6.24974
M2012        7     5.20329     5.20329     6.50411
M2013        7     5.41048     5.41048     6.76310
M2014        7     6.37792     6.37792     7.97240
M2015        7     7.20818     7.20818     9.01023
M2016        7     7.29762     7.29762     9.12202
M2017        7     7.70741     7.70741     9.63426
M2018        7     7.74764     7.74764     9.68455
M2019        7     8.19990     8.19990    10.24987
M2020        7     8.20302     8.20302    10.25378
M2021        7     8.27602     8.27602    10.34502
M2022        7     8.97559     8.97559    11.21949
M2023        7     9.13352     9.13352    11.41690
M2024        7    10.53136    10.53136    13.16420
M2025        7    10.61211    10.61211    13.26514
M2026        7    11.79467    11.79467    14.74334
M2027        7    12.05309    12.05309    15.06636
M2028        7    12.27988    12.27988    15.34985
M2029        7    12.43713    12.43713    15.54641
M2030        7    12.72461    12.72461    15.90576
M2031        7    12.84793    12.84793    16.05991
M2032        7    12.99963    12.99963    16.24954
M2033        7    13.78189    13.78189    17.22736
M2034        7    14.54729    14.54729    18.18411
M2035        7    14.84176    14.84176    18.55220
M2036        7    15.05508    15.05508    18.81885
M2037        7    15.27831    15.27831    19.09789
M2038        7    15.96358    15.96358    19.95448
M2039        7    15.99714    15.99714    19.99642
M2040        7    16.35485    16.35485    20.44356
M2041        7    17.24469    17.24469    21.55586
M2042        7    17.34782    17.34782    21.68477
M2043        7    17.46694    17.46694    21.83367
M2044        7    17.62280    17.62280    22.02850
M2045        7    18.00990    18.00990    22.51237
M2046        7    18.18507    18.18507    22.73134
M2047        7    18.31176    18.31176    22.88970
M2048        7    18.38468    18.38468    22.98085
M2049        7    18.79494    18.79494    23.49367
M2050        7    18.79811    18.79811    23.49764
M2051        7    19.00623    19.00623    23.75779
M2052        7    19.47089    19.47089    24.33861
M2053        7    19.51107    19.51107    24.38884
M2054        7    19.51344    19.51344    24.39180
M2055        7    19.65953    19.65953    24.57441
M2056        7    20.00506    20.00506    25.00633
M2057        7    20.40542    20.40542    25.50677
M2058        7    20.44271    20.44271    25.55339
M2059        7    20.45754    20.45754    25.57192
M2060        7    20.58216    20.58216    25.72770
M2061        7    20.71612    20.71612    25.89515
M2062        7    20.87474    20.87474    26.09342
M2063        7    20.87976    20.87976    26.09970
M2064        7    21.06230    21.06230    26.32787
M2065        7    21.49246    21.49246    26.86557
M2066        7    21.73268    21.73268    27.16585
M2067        7    21.74337    21.74337    27.17921
M2068        7    21.88411    21.88411    27.35514
M2069        7    21.97063    21.97063    27.46329
M2070        7    21.98141    21.98141    27.47676
M2071        7    21.98401    21.98401    27.48001
M2072        7    22.11115    22.11115    27.63894
M2073        7    22.20542    22.20542    27.75678
M2074        7    22.48319    22.48319    28.10399
M2075        7    22.64803    22.64803    28.31004
M2076        7    23.43434    23.43434    29.29292
M2077        7    23.45317    23.45317    29.31646
M2078        7    24.49511    24.49511    30.61889
M2079        7    25.01917    25.01917    31.27396
M2080        7    25.19521    25.19521    31.49401
M2081        7    25.65317    25.65317    32.06646
M2082        7    26.12190    26.12190    32.65237
M2083        7    26.25339    26.25339    32.81674
M2084        7    26.64513    26.64513    33.30641
M2085        7    26.74129    26.74129    33.42661
M2086        7    28.39786    28.39786    35.49732
M2087        7    28.64510    28.64510    35.80638
M2088        7    28.79467    28.79467    35.99334
M2089        7    29.23569    29.23569    36.54461
M2090        7    29.90047    29.90047    37.37559
M2091        7    30.06000    30.06000    37.57500
M2092        7    30.06154    30.06154    37.57693
M2093        7    30.57916    30.57916    38.22395
M2094        7    30.90987    30.90987    38.63734
M2095        7    31.27818    31.27818    39.09772
M2096        7    31.32818    31.32818    39.16022
M2097        7    32.24436    32.24436    40.30545
M2098        7    32.45151    32.45151    40.56439
M2099        7    32.96360    32.96360    41.20450
M2100        7    33.77563    33.77563    42.21954
M2101        7    34.21414    34.21414    42.76767
M2102        7    34.42027    34.42027    43.02534
M2103        7    34.49493    34.49493    43.11866
M2104        7    34.72166    34.72166    43.40207
M2105        7    34.79185    34.79185    43.48981
M2106        7    34.94918    34.94918    43.68648
M2107        7    35.07538    35.07538    43.84423
M2108        7    35.14406    35.14406    43.93008
M2109        7    35.27289    35.27289    44.09111
M2110        7    35.65120    35.65120    44.56400
M2111        7    35.97170    35.97170    44.96463
M2112        7    36.06064    36.06064    45.07580
M2113        7    36.64454    36.64454    45.80568
M2114        7    36.82114    36.82114    46.02643
M2115        7    37.19209    37.19209    46.49011
M2116        7    37.31860    37.31860    46.64825
M2117        7    37.85697    37.85697    47.32121
M2118        7    38.24671    38.24671    47.80839
M2119        7    38.36106    38.36106    47.95133
M2120        7    38.45306    38.45306    48.06632
M2121        7    38.70283    38.70283    48.37854
M2122        7    38.78210    38.78210    48.47763
M2123        7    39.11819    39.11819    48.89774
M2124        7    39.87354    39.87354    49.84193
M2125        7    40.17047    40.17047    50.21309
M2126        7    41.11547    41.11547    51.39434
M2127        7    41.49963    41.49963    51.87454
M2128        7    41.59318    41.59318    51.99148
M2129        7    41.67861    41.67861    52.09826
